id,keywords,year,_title,_creation,_artist,_collection,_sitelinks
Q12418,"Lisa del Giocondo, armrest, body of water, bridge, figure, landscape, mountain, sky",1500,Mona Lisa,1503-1506,Leonardo da Vinci,Department of Paintings of the Louvre,142
Q45585,"Alpilles, Cupressus, Moon, Saint-Rémy-de-Provence, cloud, night, sky, star",1880,The Starry Night,1889,Vincent van Gogh,Museum of Modern Art,75
Q175036,"Bombing of Guernica, Spanish Civil War",1930,Guernica,1937,Pablo Picasso,Museo Nacional Centro de Arte Reina Sofía,69
Q185372,"beauty, earring, girl, pearl, scarf",1660,Girl with a Pearl Earring,1665,Johannes Vermeer,Mauritshuis,69
Q29530,Marianne,1830,Liberty Leading the People,1830,Eugène Delacroix,Department of Paintings of the Louvre,65
Q219831,"Dutch Civic Guard, Frans Banning Cocq, Willem van Ruytenburch",1640,The Night Watch,1642,Rembrandt,Rijksmuseum,58
Q151047,"Aphrodite, Horae, Venus, Zephyrus, angel, birth, birth of Aphrodite, coastline, flowering plant, half shell, navel, rose, sea, seashell, shore, sky, tree, waist-length hair, wind, woman",1480,The Birth of Venus,1480-1485,Sandro Botticelli,Uffizi Gallery,56
Q208758,"Diego Velázquez, Infante of Spain, José Nieto Velázquez, Marcela de Ulloa, Margaret Theresa of Spain, Mari Bárbola, Maria Agustina Sarmiento, Mariana of Austria, Nicolasito Pertusato, Philip IV of Spain, Spanish Mastiff, bodyguard, canvas, dog, door, dwarf, man, mirror, nun, painting, palette, room, royalty, woman",1650,Las Meninas,1656,Diego Velázquez,Museo del Prado,56
Q154469,"Antonie van Rooij, Cornelia van Rooij, Francis van Rooij, Gordina de Groot, eating, family, potato",1880,The Potato Eaters,1888,Vincent van Gogh,Van Gogh Museum,51
Q474338,"Cecilia Gallerani, Mustela erminea, Mustela putorius furo, woman",1490,Lady with an Ermine,1490,Leonardo da Vinci,Czartoryski Museum,50
Q328523,"Port of Le Havre, Sun, aerial perspective, barque, contre-jour, crane, fisher, flue-gas stack, haze, light source, mast, morning, sailboat, sea, sky, smoke, specular reflection, sunrise",1870,"Impression, Sunrise",1872,Claude Monet,Musée Marmottan Monet,50
Q334138,"Constance Quéniaux, abdomen, areola, bed, bed sheet, female breast, lower leg, lying, navel, nipple, nudity, pubic hair, thigh, vulva, woman",1860,L'Origine du monde,1866,Gustave Courbet,Musée d'Orsay,50
Q698487,"flower, kiss, lovers' embrace, man, woman",1900,The Kiss,1907-1908,Gustav Klimt,Belvedere,49
Q321303,"Adam and Eve, Anura, Bible, Dracaena draco, Garden of Eden, Giraffa, God, God in Christianity, Psalm 33, bird, camel, cherry, cloud, creation, crown, donkey, elephant, garden, heaven, hell, horse, house mouse, human, lake, lawn, lion, owl, peafowl, rabbit, rock, sea, snake, sphere, strawberry, tree, unicorn",1490,The Garden of Earthly Delights,1490-1500,Hieronymus Bosch,Museo del Prado,48
Q1752990,"Conium maculatum, Socrates, bed, chain, forced suicide, man, robe, sadness, scroll, stairs, suicide, torch, trial of Socrates",1780,The Death of Socrates,1787,Jacques-Louis David,Metropolitan Museum of Art,48
Q311243,sea of clouds,1810,Wanderer above the Sea of Fog,1818,Caspar David Friedrich,Hamburger Kunsthalle,47
Q212616,"Méduse, agony, corpse, lying, raft, sea, sitting, standing",1810,The Raft of the Medusa,1819,Théodore Géricault,Department of Paintings of the Louvre,46
Q1892745,"Jesus, Salvator Mundi, man, orb",1490,Salvator Mundi,1490,Leonardo da Vinci,Louvre Abu Dhabi,46
Q152867,naked woman,1800,La maja desnuda,1800,Francisco Goya,Museo del Prado,45
Q464782,"American Gothic House, Byron H. McKeeby, Nan Wood Graham, apron, blond hair, couple, dress shirt, gaze towards the viewer, glasses, hair loss, house, jacket, man, overalls, part, peasant, pitchfork, sky, tree, waist-length hair, window, woman",1930,American Gothic,1930,Grant Wood,Art Institute of Chicago,44
Q661378,"Nicolaes Tulp, anatomy, lesson, medicine, physician, student",1630,The Anatomy Lesson of Dr. Nicolaes Tulp,1632,Rembrandt,Mauritshuis,44
Q1091086,"Death, Dos de Mayo Uprising, execution by firing squad, oil lamp, rebel, rifle, soldier",1810,The Third of May 1808,1814,Francisco Goya,Museo del Prado,44
Q152509,"Eugène Manet, Ferdinand Leenhoff, Pyrrhula, Victorine Meurent, assistive cane, barefoot, barque, basket, basketry, bathing, bread, broad-leaved tree, brown hair, cherry, clothed male, naked female, clothing, dress, fruit, gaze towards the viewer, goldsmithing, grass, hat, headgear, herb, hip, malleolus, man, nudity, physical container, picnic, sitting, straw hat, toe, tree, understory, watercourse, woman, woodland",1860,Luncheon on the Grass,1863,Édouard Manet,Musée d'Orsay,43
Q634122,"field, raven, sky",1890,Wheatfield with Crows,1890,Vincent van Gogh,Van Gogh Museum,43
Q2282256,"Iris, soil",1880,Irises,1889,Vincent van Gogh,J. Paul Getty Museum,43
Q683274,"Le Moulin de la Galette, Paris, Sunday, afternoon, ball, bar, beard, bench, blond hair, boater, bowler hat, broad-leaved tree, carafe, chair, choker, closed position, couple, crowd, cup, dance, dress, dress shirt, drink, earring, folk dance, girl, hat, jacket, man, necktie, partner dance, pendant, red hair, shadow, sitting, smile, standing, straw hat, streetlight, table, top hat, tree, trousers, vest, waist-length hair, windmill, woman",1870,Bal du moulin de la Galette,1876,Pierre-Auguste Renoir,Musée d'Orsay,42
Q167605,"apron, baseboard, basket, big chest, bread, bucket, coif, corsage, crock, drapery, heating pad, maid, milk, mirror, pitcher, platter, pumpernickel, skirt, table, tablecloth, wall, window",1660,The Milkmaid,1660,Johannes Vermeer,Rijksmuseum,42
Q220859,"Bruges, Giovanna Cenami, bed, bedroom, chandelier, coif, couple, dog, dress, hat, marriage, mirror, standing, window, woman",1430,Arnolfini Portrait,1434,Jan van Eyck,National Gallery,42
Q412,"Crab Pulsar, Pioneer 10, Solar System, Vela Pulsar, binary numeral system, distance, galactic disc, gravity assist, hydrogen, man, pulsar, spin, woman",1970,Pioneer plaque,1972,,,42
Q737062,"Laure, Victorine Meurent",1860,Olympia,1863,Édouard Manet,Musée d'Orsay,41
Q478271,"Correspondence between the Ottoman sultan and the Cossacks, Ivan Sirko, Zaporozhian Cossacks, bandage, blood, elderly people, hat, human, man, moustache, projectile weapon, smile, wrinkle",1890,Reply of the Zaporozhian Cossacks,1891,Ilya Repin,Russian Museum,40
Q549847,"Charites, Chloris, Citrus sinensis, Cupid, Demeter, Flora, Hermes, Mercury, Venus, Zephyrus, apple, arrow, flower, flowering plant, garden, gemstone, spring, sword, tree, woman",1480,Primavera,1480,Sandro Botticelli,Uffizi Gallery,40
Q476458,"Horatia gens, Oath of the Horatii, Publius Horatius, Roman salute, arcade, beard, blond hair, brick, brown hair, child, clothing in ancient Rome, crying, dress, elderly people, family, galea, man, mother, mourning, oath, paludamentum, sandal, seat, sitting, sorrow, spear, sword, tunic, vanishing point, veil, white hair, woman",1780,The Oath of the Horatii,1784-1785,Jacques-Louis David,Department of Paintings of the Louvre,39
Q727875,"Aphrodite, Toilet of Venus, Venus, bed, bed sheet, bouquet, bracelet, cassone, chest, column, cushion, dog, domestic worker, earring, female breast, flower, kneeling, masturbation, mattress, naked woman, navel, nipple, plant, ring, sky, standing, tapestry, titian hair, tree, twilight, waist-length hair, wall, window",1530,Venus of Urbino,1538,Titian,Uffizi Gallery,39
Q523974,"Delft, Kolk, Nieuwe Kerk Delft, Rotterdamse Poort, Schiedamse poort, cloud, port, sky, specular reflection, trekschuit, trekvaart",1660,View of Delft,1660-1661,Johannes Vermeer,Mauritshuis,39
Q636537,"1793, Jean-Paul Marat, July 13, agony, bathing, bathtub, blood, corpse, drapery, headgear, inkwell, knife, letter, man, murder, nudity, quill, sitting, washing, wound, writing case",1790,The Death of Marat,1793,Jacques-Louis David,Royal Museums of Fine Arts of Belgium,39
Q83872,"Greenwich Village, cigarette, coffee cup, coffeehouse, coffeemaker, diner, lunch counter, napkin holder, salt and pepper shaker, salt shaker, sidewalk, stool, storefront, swing door, window",1940,Nighthawks,1942,Edward Hopper,Art Institute of Chicago,38
Q500985,"bell tower, bird, bridge, chimney, cuisine, curling, dog collar, fire, fox, game, house, hunter, hunting dog, ice, ice hockey, ice skating, inn, lake, meander, mountain, raven, river, sky, snow, spear, valley, watermill, winter",1560,The Hunters in the Snow,1565,Pieter Brueghel the Elder,Kunsthistorisches Museum,38
Q1464531,"Arles, Rhône, Ursa Major, couple, mirror image, night",1880,Starry Night Over the Rhone,1888,Vincent van Gogh,Musée d'Orsay,38
Q1025704,"Arles, La Cité, chair, coffeehouse, gas burner, human, lamp, night, platform, sett, sky, star, table, tree",1880,Café Terrace at Night,1888,Vincent van Gogh,Kröller-Müller Museum,38
Q1245354,"Folies Bergère, beer, gaze towards the viewer, woman",1880,A Bar at the Folies-Bergère,1882,Édouard Manet,Courtauld Gallery,38
Q734834,"Adam, Annunciation, Eve, Holy Spirit, John the Baptist, John the Evangelist, Lamb of God, Mary, angel, woman",1430,Ghent Altarpiece,1432,Jan van Eyck,St Bavo's Cathedral,37
Q563727,"Christ Child, Mary, Saint Anne, Virgin and Child with Saint Anne, arm, drapery, lamb, landscape, tree",1500,The Virgin and Child with Saint Anne,1503-1519,Leonardo da Vinci,Department of Paintings of the Louvre,37
Q604761,"Jonathan Buttall, boy, breeches, collar, doublet, feather, hat, ribbon, satin, shoe, tree",1770,The Blue Boy,1770,Thomas Gainsborough,"The Huntington Library, Art Museum, and Botanical Gardens",37
Q1213917,"Auvers-sur-Oise, church building, flower, herb, lawn, path, sky, woman, église Notre-Dame-de-l'Assomption d'Auvers-sur-Oise",1890,The Church at Auvers,1890,Vincent van Gogh,Musée d'Orsay,37
Q328079,"Christ Child, Mary, Sixtus II, angel, boy, mother",1510,Sistine Madonna,1512-1513,Raphael,Staatliche Kunstsammlungen Dresden,36
Q500812,"Aphrodite, Venus, arches of the foot, armpit, bed sheet, broad-leaved tree, brown hair, city, cloud, drapery, female breast, hill, house, lying, mons pubis, naked woman, navel, nipple, rural area, sky, sleeping",1500,Sleeping Venus,1508-1510,Giorgione,Staatliche Kunstsammlungen Dresden,36
Q674846,"billiard table, clock, coffeehouse, lamp",1880,The Night Café,1888,Vincent van Gogh,Yale University Art Gallery,36
Q533619,"Belling the Cat, Dutch proverbs, The Blue Cloak",1550,Netherlandish Proverbs,1551,Pieter Brueghel the Elder,Gemäldegalerie,36
Q175628,"Volga, barefoot, beard, blond hair, brown hair, cloud, footwrap, group of humans, handlebar moustache, hat, job activity, man, pipe, proletariat, sailing ship, sky, towpath, walking, white hair",1870,Barge Haulers on the Volga,1870,Ilya Repin,Russian Museum,36
Q1926628,"Sun, carriage, farmer, house, human, landscape, river, vineyard, wheelbarrow",1880,The Red Vineyard,1888,Vincent van Gogh,Pushkin Museum of Fine Arts,36
Q1231009,"1795–1820 clothing, Adélaïde de La Rochefoucauld, André Grétry, Auguste Laurent de Rémusat, Auguste-Jean-Gabriel de Caulaincourt, Bon-Adrien Jeannot de Moncey, Carlo Francesco Maria Caselli, Caroline Bonaparte, Catherine-Dominique Pérignon, Charles XIV John of Sweden, Charles-François Lebrun, duc de Plaisance, Charles-Maurice de Talleyrand-Périgord, Crucifixion of Jesus, Descent from the Cross, Elisa Bonaparte, Eugène de Beauharnais, Federico Gravina, Ferdinando Marescalchi, François Christophe de Kellermann, François Joseph Lefebvre, Giovanni Battista Caprara Montecuccoli, Géraud Duroc, Halet Efendi, Hercule-Ferdinand Laville de Villa Stellone, Hortense de Beauharnais, Ignazio Degotti, Jacques-Louis David, Jean Jacques Régis de Cambacérès, Jean-Andoche Junot, Jean-Baptiste Bessières, Jean-Baptiste de Belloy, Jean-Mathieu-Philibert Sérurier, Joachim Murat, John Armstrong Jr., Joseph Bonaparte, Joseph-Marie Vien, Joséphine de Beauharnais, Julie Clary, Louis Bonaparte, Louis-Alexandre Berthier, Prince of Neufchatel and of Wagram, Louis-Auguste Juvénal des Ursins d'Harville, Louis-Philippe de Ségur, Marc Antoine de Beaumont, Maria-Letizia Bonaparte, Martin-Roch-Xavier Estève, Napoleon, Napoleon Charles Bonaparte, Notre-Dame de Paris, Pauline Bonaparte, Philipp von Cobenzl, Pius VII, Raphaël de Monachis, Romoaldo Braschi-Onesti, coronation, crown, drapery, laurel wreath, man, regalia, sceptre, woman, Émilie de Beauharnais",1800,The Coronation of Napoleon,1808,Jacques-Louis David,Department of Paintings of the Louvre,36
Q1044742,"bathing, boat, dog, island, man, tree, umbrella, woman, île de la Jatte",1880,A Sunday Afternoon on the Island of La Grande Jatte,1884,Georges Seurat,Art Institute of Chicago,36
Q1150997,"Cronus, Greek mythology, Saturn, blood, cannibalism, death, filicide, human body",1810,Saturn Devouring His Son,1819,Francisco Goya,Museo del Prado,36
Q1267893,"Ginevra de' Benci, woman",1470,Ginevra de' Benci,1474-1478,Leonardo da Vinci,National Gallery of Art,36
Q1170315,quadrilateral,1910,Black Square (1915),1915,Kazimir Malevich,Tretyakov Gallery,36
Q2200610,"Q3207105, house, multi-story urban building, sky, street, train, tree",1880,The Yellow House,1888,Vincent van Gogh,Van Gogh Museum,36
Q1142058,"Christ Child, Mary, aureola, boy, dress, mother, navel, nudity, sitting, window, woman",1470,Benois Madonna,1478-1482,Leonardo da Vinci,Hermitage Museum,35
Q354396,"Adele Bloch-Bauer, woman",1900,Portrait of Adele Bloch-Bauer I,1907,Gustav Klimt,Uffizi Gallery,34
Q783215,John the Baptist,1510,Saint John the Baptist,1513-1514,Leonardo da Vinci,Department of Paintings of the Louvre,34
Q910199,"Pablo Picasso, fruit, nude, nudity, prostitute, woman",1900,Les Demoiselles d'Avignon,1907,Pablo Picasso,Museum of Modern Art,34
Q930137,"breastfeeding, infant, lightning, man, stream, thunderstorm, town, woman",1500,The Tempest,1503-1509,Giorgione,Gallerie dell'Accademia,34
Q1638622,"Christ Child, Mary, adoration of the Magi, woman",1480,Adoration of the Magi,1482,Leonardo da Vinci,Uffizi Gallery,34
Q1133420,"Ambrogio Spinola, 1st Marquis of the Balbases, Siege of Breda of 1624–25, body armor, flag, hat, horse, key, rifle, soldier, spear, surrender, sword",1630,The Surrender of Breda,1635,Diego Velázquez,Museo del Prado,34
Q1070896,"Sun, beard, castaway, cloud, contre-jour, foam, group of humans, light source, man, mast, raft, sea, shipwreck, shipwrecking, sky, storm, sunrise, turban, wind wave",1850,The Ninth Wave,1850,Ivan Aivazovsky,Russian Museum,34
Q656434,woman,1490,La Belle Ferronnière,1495,Leonardo da Vinci,Department of Paintings of the Louvre,33
Q890678,"bird, cult image, house cat, woman",1890,Where Do We Come From? What Are We? Where Are We Going?,1897-1898,Paul Gauguin,Museum of Fine Arts Boston,33
Q1978815,"1795–1820 clothing, back, barefoot, bed, bracelet, brown hair, chibouk, cushion, dimples of Venus, drapery, gaze towards the viewer, half reclining, hand fan, headscarf, malleolus, naked woman, odalisque, sole, toe, turban, unidentified woman, waist-length hair",1810,Grande Odalisque,1810,Jean-Auguste-Dominique Ingres,Department of Paintings of the Louvre,33
Q1212937,"Georges de Selve, Holbein carpet, Jean de Dinteville, human skull, man",1530,The Ambassadors,1533,Hans Holbein the Younger,National Gallery,33
Q500951,"Chapelle de Trémalo, Crucifixion of Jesus, Jesus",1880,The Yellow Christ,1889,Paul Gauguin,Buffalo AKG Art Museum,32
Q540488,"Catholic priest, Christian cross, Max Buchon, Ornans, altar server, blessing, burial, cemetery, child, coffin, crucifix, dog, man, pain, peasant",1840,A Burial at Ornans,1846,Gustave Courbet,Musée d'Orsay,32
Q544315,"Moses, Nile, Q22999223, astrology, astronomer, book, carpet, compass, man, painting, scientific instrument",1660,The Astronomer,1664,Johannes Vermeer,Department of Paintings of the Louvre,32
Q546297,"Jesus, Lamentation of Christ",1480,Lamentation of Christ,1483,Andrea Mantegna,Pinacoteca di Brera,32
Q4195595,"Ivan the Terrible, Tsarevich Ivan Ivanovich of Russia, murder",1880,"Ivan the Terrible and his son Ivan on November 16, 1581",1883,Ilya Repin,Tretyakov Gallery,32
Q969377,Matthew the Apostle,1600,The Calling of Saint Matthew,1609,Caravaggio,San Luigi dei Francesi,31
Q546241,"Christ Child, Mary, boy, woman",1120,Theotokos of Vladimir,1125,http://www.wikidata.org/.well-known/genid/195f8d395b47639d97d86068e10fa9d9,Tretyakov Gallery,31
Q2246489,"Calming the storm, sea, ship",1630,The Storm on the Sea of Galilee,1633,Rembrandt,http://www.wikidata.org/.well-known/genid/b976844413042a41b1bf29b12dcb834d,31
Q1283024,"Aphrodite, Cupid, Eros, Pecten maximus, Psyche, Triton, Venus, Venus Anadyomene, areola, armpit, arrow, back, beard, bird's wing, bow, brown hair, centaur, chestnut hair, conch, contrapposto, dimples of Venus, dolphin, female breast, flight, hairstyle, mons pubis, music, navel, nipple, nudity, nymph, pubic hair removal, putto, sea, sky, smile, waist-length hair, woman",1870,The Birth of Venus,1879,William-Adolphe Bouguereau,Musée d'Orsay,31
Q588695,"allegory, art model, map, painter, sketchbook",1660,The Art of Painting,1666-1668,Johannes Vermeer,Kunsthistorisches Museum,31
Q766782,Isaac,1660,The Jewish Bride,1665-1669,Rembrandt,Rijksmuseum,30
Q185255,"Andrea Palladio, Charles V, Francis I of France, Jacopo Bassano, Jacopo Tintoretto, Jesus, Mary, Suleiman the Magnificent, Titian, architect, architecture, balustrade, banquet, campanile, capital, clothing in the ancient world, cloud, column, crock, disguise, dog, domestic worker, entablature, frieze, man, musician, painter, palace, sculpture in the round, sitting, sky, standing, table, terrace, viol, violin, wedding",1560,The Wedding at Cana,1563,Paolo Veronese,Department of Paintings of the Louvre,30
Q644856,"Cardinal, Death, E O Calvo A Tropa Do Calvo, backgammon, barrel, bell, conflagration, dinner, distaff, executioner, gallows, gallows humor, hourglass, hurdy-gurdy, jester, king, lute, money, natural trumpet, scissors, skull, spindle, vihuela, warrior",1560,The Triumph of Death,1562,Pieter Brueghel the Elder,Museo del Prado,30
Q2366825,"Canis, Flatford Mill, Willy Lott's Cottage, hay, horse, house, man, wagon",1820,The Hay Wain,1821,John Constable,National Gallery,30
Q2629559,"Cupid, bergère hat, cherub, dress, man, rope, shoe, shrub, swing, woman",1760,The Swing,1767-1768,Jean-Honoré Fragonard,The Wallace Collection,30
Q1065493,"Carex riparia, Dipsacus fullonum, Elizabeth Siddal, Lythrum salicaria, Myosotis scorpioides, Ophelia, Papaver rhoeas, Ranunculus penicillatus, Rosa rubiginosa, Urtica dioica, Viola, Viola × wittrockiana, bouquet, daisy, dress, drowning, floating, red hair, rose, shore, suicide, waist-length hair, watercourse, willow, windthrow",1850,Ophelia,1851-1852,John Everett Millais,Tate Britain,30
Q1059211,"Baptism of Jesus, Jesus, John the Baptist",1470,The Baptism of Christ,1472,Leonardo da Vinci,Uffizi Gallery,30
Q1133821,"Sardanapalus, bed, clothed male, naked female, cushion, enslaved person, eunuch, half reclining, horse, man, nudity, woman",1820,Death of Sardanapalus,1827,Eugène Delacroix,Department of Paintings of the Louvre,30
Q1167178,"Alfred Bruyas, Champfleury, Charles Baudelaire, Gustave Courbet, Ornans, Panthéon, Paris, Pierre-Joseph Proudhon, book, dog, man, nudity, reading, studio, woman",1850,The Painter's Studio,1850-1855,Gustave Courbet,Musée d'Orsay,30
Q1239950,"Café de la Nouvelle Athènes, Ellen Andrée, Marcellin Desboutin, Paris, absinthe, actor, alcoholic beverage, alcoholism, bangs, banquette, bar, beard, blond hair, bottle, brown hair, chignon, coffeehouse, cup, dress, dress shirt, hat, jacket, man, mirror, mirror image, moustache, necktie, sadness, sitting, smoking, table, tray, trousers, woman",1870,L'Absinthe,1876,Edgar Degas,Musée d'Orsay,30
Q3869871,"Gardenia taitensis, Tahiti, sitting, woman",1890,When Will You Marry?,1892,Paul Gauguin,Staechelin collection,30
Q687182,"Anna McNeill Whistler, Black Lion Wharf, curtain, old age, seat, woman",1870,Whistler's Mother,1871,James McNeill Whistler,Musée d'Orsay,29
Q94802,"Augustine of Hippo, El Greco, Francis of Assisi, Gonzalo Ruiz de Toledo, Jesus, John the Baptist, Jorge Manuel Theocupulus, Mary, Philip II of Spain, Saint Peter, Stephen, angel, funeral",1580,The Burial of the Count of Orgaz,1586,El Greco,Church of Santo Tomé,29
Q500554,"chair, elderly people, fireplace, male organism",1890,At Eternity's Gate,1890,Vincent van Gogh,Kröller-Müller Museum,29
Q698015,"Bellagio, Christ Child, Lake Como, Mary, Villa Monastero, boy, mother, woman",1470,Madonna of the Carnation,1475,Leonardo da Vinci,Alte Pinakothek,29
Q153441,"Margarita Luti, areola, broad-leaved tree, eyebrow, female breast, navel, nipple, part, toplessness, waist-length hair",1510,La fornarina,1519-1520,Raphael,Galleria Nazionale d'Arte Antica,29
Q920030,"1795–1820 clothing, Carlos de Borbón y Borbón-Parma, Carlota Joaquina of Spain, Charles II, Duke of Parma, Ferdinand VII of Spain, Francisco Goya, Golden Fleece, Infanta Maria Josefa of Spain, Infante Antonio Pascual of Spain, Infante Francisco de Paula of Spain, Louis of Parma, king of Etruria, Maria Isabella of Spain, Maria Luisa I, Duchess of Lucca, Maria Luisa of Parma, Order of Alcántara, Order of Charles III, Order of Queen Maria Luisa, Order of Saint Januarius, Order of the Holy Spirit, boy, child, family, girl, man, monarch, painting, woman",1800,Charles IV of Spain and His Family,1800,Francisco Goya,Museo del Prado,29
Q275349,"Aphrodite, Cupid, Eros, Venus, Venus effect, back, bed, bird's wing, brown hair, chignon, curtain, dimples of Venus, drapery, half reclining, hip, kneeling, mirror, mirror image, nudity, quiver, specular reflection, waist, waist-length hair, woman",1640,Rokeby Venus,1644,Diego Velázquez,National Gallery,29
Q1327676,"Christ Child, Mary, Nursing Madonna, boy, mother, woman",1490,Madonna Litta,1490,Leonardo da Vinci,Hermitage Museum,29
Q2666439,"bear, tree, understory, windthrow",1880,Morning in a Pine Forest,1889,Ivan Shishkin,Tretyakov Gallery,29
Q326503,"Constance Quéniaux, Joanna Hiffernan, areola, bed, bed sheet, bedroom, blond hair, bouquet, brown hair, buttocks, carafe, comb, console, couple, cup, curtain, dimples of Venus, drapery, female breast, gluteal sulcus, hug, intergluteal cleft, lesbianism, lovers' embrace, lying, nightstand, nipple, nudity, pearl necklace, pillow, sleep, underarm hair, vase, waist-length hair, woman",1860,The Sleepers,1866,Gustave Courbet,Musée des Beaux-Arts de la ville de Paris,28
Q512755,"Return of the Prodigal Son, domestic worker, father, kneeling, knife, man, mother, robe, sandal, son, tassel, turban, walking stick, woman",1660,The Return of the Prodigal Son,1665,Rembrandt,Hermitage Museum,28
Q586035,"Vlamingstraat, house, street, woman",1650,The Little Street,1657,Johannes Vermeer,Rijksmuseum,28
Q14866847,"garrigue, sunset",1880,Sunset at Montmajour,1888,Vincent van Gogh,http://www.wikidata.org/.well-known/genid/af0c157dc7e31d42745d8a884f9d415a,28
Q1192570,"Sint-Anna Church, blind person, person with visual disabilities, the blind leading the blind",1560,The Blind Leading the Blind,1568,Pieter Brueghel the Elder,Museo di Capodimonte,28
Q2727560,"John the Baptist, beheading of John the Baptist, decapitation",1600,The Beheading of Saint John the Baptist,1608,Caravaggio,St. John's Co-Cathedral,28
Q1217213,"Annunciation, Gabriel, Mary",1470,Annunciation,1472,Leonardo da Vinci,Uffizi Gallery,28
Q471289,"Eläintarha, Galanthus nivalis, Töölö bay, angel, bandage, blood, child, coat, river, sky, stretcher, tree",1900,The Wounded Angel,1903,Hugo Simberg,Finnish National Gallery,27
Q877191,"landscape, philosopher",1500,The Three Philosophers,1500-1509,Giorgione,Kunsthistorisches Museum,27
Q568847,"Crucifixion of Jesus, Jesus, Jesus, King of the Jews, John the Evangelist, Joseph of Arimathea, Mary, Mary Magdalene, Mary of Clopas, Nicodemus, Salome, ladder, skull",1440,The Descent from the Cross,1440-1443,Rogier van der Weyden,Museo del Prado,27
Q318947,Jesus,1600,Supper at Emmaus,1601,Caravaggio,National Gallery,27
Q603751,"bagpipe, human, wedding",1560,The Peasant Wedding,1566-1569,Pieter Brueghel the Elder,Kunsthistorisches Museum,27
Q1473546,"Christ Child, Holy Family, Mary, boy, woman",1500,Doni Tondo,1500-1506,Michelangelo,Uffizi Gallery,27
Q2290433,"Aegean Sea, Chios, Greeks, beard, black hair, child, cloud, conflagration, corpse, elderly people, equestrianism, headscarf, horse, kilij, man, massacre, moustache, nudity, prisoner of war, rifle, ruins, shore, sky, smoke, soldier, turban, woman",1820,The Massacre at Chios,1824,Eugène Delacroix,Department of Paintings of the Louvre,27
Q1651874,"lecture, oil lamp, orrery, philosopher",1760,A Journalist Lecturing on the Orrery,1766,Joseph Wright of Derby,Derby Museum and Art Gallery,27
Q2344505,"Child Saint John, Christ Child, European Goldfinch, Mary",1500,Madonna of the Goldfinch,1505-1506,Raphael,Uffizi Gallery,27
Q2030685,"Joseph, Mary, marriage of the Virgin, woman",1500,The Marriage of the Virgin,1504,Raphael,Pinacoteca di Brera,27
Q2470123,"Fillide Melandroni, Holofernes, Judith, agony, beard, bed, bed sheet, blood, brown hair, clothed female, naked male, coif, curtain, cushion, decapitation, domestic worker, drapery, dress, earring, elderly people, homicide, lying, man, nudity, red hair, scimitar, standing, woman",1590,Judith Beheading Holofernes,1598,Caravaggio,Galleria Nazionale d'Arte Antica,27
Q2521909,"Pompeii, Yuliya Samoylova, eruption of Mount Vesuvius in 79",1830,The Last Day of Pompeii,1833,Karl Bryullov,Russian Museum,27
Q2546309,"Albrecht Dürer, moustache",1500,Self-Portrait with Fur-Trimmed Robe,1500,Albrecht Dürer,Bavarian State Painting Collections,27
Q1122842,"Latin cross, gallows, magpie, river",1560,The Magpie on the Gallows,1568,Pieter Brueghel the Elder,Hessian State Museum Darmstadt,27
Q984058,"Arachne, Athena, combat helmet, house cat, ladder, myth of Arachne, spinning wheel, vihuela, woman, wool",1650,Las Hilanderas,1655-1670,Diego Velázquez,Museo del Prado,27
Q1215604,"Hedera helix, areola, armpit, chestnut hair, clay pot, contrapposto, female breast, flower, gaze towards the viewer, mons pubis, narcissus, navel, nudity, part, pitcher, pubic hair removal, river source, specular reflection, spring, waist, waist-length hair, water, woman",1850,The Source,1856,Jean-Auguste-Dominique Ingres,Musée d'Orsay,27
Q2735507,"1795–1820 clothing, Josefa de Tudó, 1st Countess of Castillo Fiel, María Teresa de Silva, 13th Duchess of Alba, Spanish costume, brown hair, cushion, fainting couch, lying, majo / maja, smile, waist, woman",1800,The Clothed Maja,1800-1807,Francisco Goya,Museo del Prado,27
Q1219263,"Romani people, desert, full moon, lion",1890,The Sleeping Gypsy,1897,Henri Rousseau,Museum of Modern Art,27
Q700251,"Cupid, girl, letter, window",1650,Girl Reading a Letter at an Open Window,1657-1659,Johannes Vermeer,Staatliche Kunstsammlungen Dresden,26
Q194137,"Arctic Ocean, HMS Griper, ice, ice congestion, iceberg",1820,The Sea of Ice,1823-1824,Caspar David Friedrich,Hamburger Kunsthalle,26
Q597114,"Death of the Virgin Mary, Mary, Mary Magdalene, agony, death, drapery, woman",1600,Death of the Virgin,1604-1606,Caravaggio,Department of Paintings of the Louvre,26
Q1368055,"gleaning, haystack, woman",1850,The Gleaners,1857,Jean-François Millet,Musée d'Orsay,26
Q2293936,"Bacchus, Caravaggio",1590,Self-Portrait as Bacchus,1595,Caravaggio,Galleria Borghese,26
Q2294441,"Danaë, blond hair, bracelet, canopy bed, clothed male, naked female, drapery, female breast, mule, navel, nudity, overweight, pearl, pillow, pubic hair removal, ring, shower of gold, waist-length hair, woman",1630,Danaë,1636,Rembrandt,Hermitage Museum,26
Q2338404,"man, musician",1480,Portrait of a Musician,1485,Leonardo da Vinci,Pinacoteca Ambrosiana,26
Q1899740,"Assumption of Mary, God the Father, John the Evangelist, Mary, Saint Peter, Twelve Apostles",1510,Assumption of the Virgin,1516-1518,Titian,Santa Maria Gloriosa dei Frari,26
